City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Portoferraio,IT,42.8115,10.3146,46.96,53,3,10.09,clear sky
702,Troitsko-Pechorsk,RU,62.7084,56.1964,6.28,94,100,5.7,overcast clouds
703,Alappuzha,IN,9.49,76.3264,78.49,71,79,4.03,broken clouds
704,Namibe,AO,-15.1961,12.1522,69.87,80,100,4.34,overcast clouds
705,Matay,EG,28.419,30.7792,60.96,61,100,4.79,overcast clouds
706,Lodja,CD,-3.4833,23.4333,68.86,99,96,2.1,overcast clouds
707,Abeche,TD,13.8292,20.8324,70.79,20,68,9.4,broken clouds
708,Gunjur,GM,13.2019,-16.7339,71.67,94,61,3.44,broken clouds
709,Murdochville,CA,48.9583,-65.5006,27.48,79,92,16.06,overcast clouds
710,Isla Vista,US,34.4133,-119.861,56.89,75,1,0.0,clear sky
711,Copiapo,CL,-27.3667,-70.3333,56.89,69,0,3.18,clear sky
712,Calvinia,ZA,-31.4707,19.776,61.05,64,100,6.82,overcast clouds
713,Bandar,ID,2.05,99.75,83.19,74,90,2.37,overcast clouds
